"date","Code","dataSource","currency","Price","quantity","Action","Fee","Note"
"20230206","cardano","COINGECKO","EUR","1E-05","0.000172","BUY","0","staking: Bitvavo Transaction ID: e8104c43-a3d6-4cb8-91fa-f7ed719eafa9"
"20230206","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: 623d2322-6798-4d40-8109-5b3927e3ee55"
"20230130","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: 8762b899-8df5-408a-9920-288e87832d80"
"20230130","ethereum","COINGECKO","EUR","1E-05","0.00019476","BUY","0","staking: Bitvavo Transaction ID: 26f8eae8-59d3-4745-8ce5-ab01f0e5c56d"
"20230130","tron","COINGECKO","EUR","1E-05","0.19348","BUY","0","staking: Bitvavo Transaction ID: 18270d81-7ff0-4619-8944-d7a7e616ae97"
"20230130","cardano","COINGECKO","EUR","1E-05","0.000172","BUY","0","staking: Bitvavo Transaction ID: bf86d0ef-ca05-4c71-be1f-9aff87bf68e3"
"20230123","tron","COINGECKO","EUR","1E-05","0.193441","BUY","0","staking: Bitvavo Transaction ID: f1b54a98-2fd1-442d-a12c-e93f5225c392"
"20230123","cardano","COINGECKO","EUR","1E-05","0.000172","BUY","0","staking: Bitvavo Transaction ID: e57c88eb-f13c-4b31-ae07-6f6595046101"
"20230123","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: ffcd3fb9-45a4-47a7-86a8-6b8dbef6583a"
"20230123","ethereum","COINGECKO","EUR","1E-05","0.00019472","BUY","0","staking: Bitvavo Transaction ID: e29ed660-e6fa-48f4-b4fb-b566d165f924"
"20230116","tron","COINGECKO","EUR","1E-05","0.193403","BUY","0","staking: Bitvavo Transaction ID: 0f00d70c-0924-40b5-9cca-0670a80b25fa"
"20230116","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: defb2597-511a-4902-bbe6-93071f7f520a"
"20230116","ethereum","COINGECKO","EUR","1E-05","0.00019468","BUY","0","staking: Bitvavo Transaction ID: e472fed9-d08e-4ab0-bf7e-eb37933478f1"
"20230116","cardano","COINGECKO","EUR","1E-05","0.000172","BUY","0","staking: Bitvavo Transaction ID: 0c0bf7c7-6c0b-4d31-8a91-23ad248e2b65"
"20230109","ethereum","COINGECKO","EUR","1E-05","0.00019464","BUY","0","staking: Bitvavo Transaction ID: 5a2ba154-9aab-4134-8f4c-7ec5def529c8"
"20230109","tron","COINGECKO","EUR","1E-05","0.193365","BUY","0","staking: Bitvavo Transaction ID: ca5fc82b-97dd-44e4-82f9-14578eb8f5b6"
"20230109","cardano","COINGECKO","EUR","1E-05","0.000172","BUY","0","staking: Bitvavo Transaction ID: 4d7e9202-5e53-497b-99ba-b8f3572be037"
"20230109","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: 5ebdbcb3-7963-4015-a7dd-6db87ac5338c"
"20230102","ethereum","COINGECKO","EUR","1E-05","0.00019461","BUY","0","staking: Bitvavo Transaction ID: ae3fad14-5968-4db3-8239-e29965d4668f"
"20230102","tron","COINGECKO","EUR","1E-05","0.193327","BUY","0","staking: Bitvavo Transaction ID: d31a25ae-0d84-41a3-b306-903052dbf0ae"
"20230102","cardano","COINGECKO","EUR","1E-05","0.000172","BUY","0","staking: Bitvavo Transaction ID: 4d7a131d-ea37-439c-a8a1-165819351656"
"20230102","bitcoin","COINGECKO","EUR","1E-05","6.81E-06","BUY","0","staking: Bitvavo Transaction ID: c9844ef7-5ea6-4370-92ee-d0265f9f9e69"
"20221226","ethereum","COINGECKO","EUR","1E-05","0.00019457","BUY","0","staking: Bitvavo Transaction ID: 44d4e65d-e1e2-4911-bb6f-0f029c55d71a"
"20221226","tron","COINGECKO","EUR","1E-05","0.193289","BUY","0","staking: Bitvavo Transaction ID: e9a22b6e-dc83-412c-bb73-c75797211eee"
"20221226","cardano","COINGECKO","EUR","1E-05","0.000171","BUY","0","staking: Bitvavo Transaction ID: 991fc7e4-1bec-45a7-a57d-22c0bf5359ad"
"20221226","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: cb16a391-0f73-4b81-b2bd-2c7a4886efb9"
"20221219","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: fb4c66e8-bffb-4e7a-bac2-20654708bed5"
"20221219","ethereum","COINGECKO","EUR","1E-05","0.00019453","BUY","0","staking: Bitvavo Transaction ID: 13a403ed-29c5-457c-8ce6-2542abcc2c1b"
"20221219","tron","COINGECKO","EUR","1E-05","0.193252","BUY","0","staking: Bitvavo Transaction ID: 9fbc2e9a-68e3-4ed0-93d6-2f9c1fb96560"
"20221219","cardano","COINGECKO","EUR","1E-05","0.000171","BUY","0","staking: Bitvavo Transaction ID: e19d73b3-bd22-4965-b010-f253447502f9"
"20221212","ethereum","COINGECKO","EUR","1E-05","0.00019449","BUY","0","staking: Bitvavo Transaction ID: a808522d-749d-4d51-8b48-6f4864c71f49"
"20221212","tron","COINGECKO","EUR","1E-05","0.193214","BUY","0","staking: Bitvavo Transaction ID: 0d8f1a50-9467-438d-adb5-d2cecdabdd28"
"20221212","cardano","COINGECKO","EUR","1E-05","0.000171","BUY","0","staking: Bitvavo Transaction ID: 09b430c8-bfc1-4efa-b444-b3f042480771"
"20221212","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: 949ccedf-beef-4ddf-8dfd-9db3f6eaff20"
"20221205","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: 5c2d889c-77ef-431d-8302-9e606dcd95c6"
"20221205","ethereum","COINGECKO","EUR","1E-05","0.00019446","BUY","0","staking: Bitvavo Transaction ID: 200d4b23-dedb-435b-b113-2f181f02b41a"
"20221205","tron","COINGECKO","EUR","1E-05","0.193176","BUY","0","staking: Bitvavo Transaction ID: 7c24f0ed-4765-4463-a17b-3e81de6cee05"
"20221205","cardano","COINGECKO","EUR","1E-05","0.000171","BUY","0","staking: Bitvavo Transaction ID: b11cd963-15a4-48b0-8cf2-f4b1ddb568e1"
"20221128","ethereum","COINGECKO","EUR","1E-05","0.00019442","BUY","0","staking: Bitvavo Transaction ID: 2c1093f2-8f29-43f8-9f79-f7ec33a5600b"
"20221128","tron","COINGECKO","EUR","1E-05","0.193138","BUY","0","staking: Bitvavo Transaction ID: ec1aab80-fbf4-4a71-8766-f06e1af6429c"
"20221128","cardano","COINGECKO","EUR","1E-05","0.000171","BUY","0","staking: Bitvavo Transaction ID: 0da06c14-9085-4d19-905f-27576efd6b9a"
"20221128","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: 8b27f331-66b2-44c1-a274-27e824984422"
"20221121","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: ac83aab1-ed00-4295-bff3-7dcda261859b"
"20221121","ethereum","COINGECKO","EUR","1E-05","0.00019438","BUY","0","staking: Bitvavo Transaction ID: b1c500ba-33c0-4eed-96be-cc59086cb67f"
"20221121","tron","COINGECKO","EUR","1E-05","0.1931","BUY","0","staking: Bitvavo Transaction ID: 9d5b92b2-b0ee-4847-853a-0864ad893b8e"
"20221121","cardano","COINGECKO","EUR","1E-05","0.000171","BUY","0","staking: Bitvavo Transaction ID: 3dbe1525-5aec-482c-8956-31693b3bfab3"
"20221114","tron","COINGECKO","EUR","1E-05","0.193062","BUY","0","staking: Bitvavo Transaction ID: 73eb6516-df9e-4efc-a1f1-0310c12b6981"
"20221114","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: 73545755-7577-4df2-aae1-0991e3b757be"
"20221114","ethereum","COINGECKO","EUR","1E-05","0.00019434","BUY","0","staking: Bitvavo Transaction ID: 47332b7c-f90f-493f-8e56-7a3c79dbaf28"
"20221114","cardano","COINGECKO","EUR","1E-05","0.000171","BUY","0","staking: Bitvavo Transaction ID: 9ab8dca9-1df0-4ee8-b875-cb2bf84b28b8"
"20221107","tron","COINGECKO","EUR","1E-05","0.193024","BUY","0","staking: Bitvavo Transaction ID: 88ecbf27-5a7a-4e2f-941f-21a6848955e8"
"20221107","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: 4cb24649-de9c-4ac1-9a7d-94b35579899b"
"20221107","ethereum","COINGECKO","EUR","1E-05","0.00019431","BUY","0","staking: Bitvavo Transaction ID: c756bda5-9fa4-4f85-a0b5-2d3481799c5c"
"20221107","cardano","COINGECKO","EUR","1E-05","0.000171","BUY","0","staking: Bitvavo Transaction ID: 1386914e-0d3e-4195-a5e3-be3469fb18e2"
"20221031","tron","COINGECKO","EUR","1E-05","0.192986","BUY","0","staking: Bitvavo Transaction ID: 133d181c-b0b0-4c94-bbe1-a3766a2a4900"
"20221031","cardano","COINGECKO","EUR","1E-05","0.00017","BUY","0","staking: Bitvavo Transaction ID: ebc5a31a-0d33-4fbe-9265-45cef67676ef"
"20221031","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: 44f55ea1-0038-4d0b-a0d0-8451756fa53c"
"20221031","ethereum","COINGECKO","EUR","1E-05","0.00019427","BUY","0","staking: Bitvavo Transaction ID: e1627bf1-383f-40a2-9d96-24a3a87849d1"
"20221025","cardano","COINGECKO","EUR","1E-05","0.00017","BUY","0","staking: Bitvavo Transaction ID: 276f4c4e-3df6-4d5a-9494-356e8a4e8584"
"20221025","tron","COINGECKO","EUR","1E-05","0.192948","BUY","0","staking: Bitvavo Transaction ID: 146c23f9-d92d-4ff5-b093-74c793cf2410"
"20221025","ethereum","COINGECKO","EUR","1E-05","0.00019423","BUY","0","staking: Bitvavo Transaction ID: 49ce692f-8081-486e-9e54-54fc4bc0bc17"
"20221025","bitcoin","COINGECKO","EUR","1E-05","6.8E-06","BUY","0","staking: Bitvavo Transaction ID: bb7f5065-b0f0-4224-b76e-d42255395925"
"20221017","tron","COINGECKO","EUR","1E-05","0.19291","BUY","0","staking: Bitvavo Transaction ID: e0be01b9-7d7a-4a43-a230-d90e9c00b928"
"20221017","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: e33a1f26-1516-49b2-a5eb-faec30575c2e"
"20221017","ethereum","COINGECKO","EUR","1E-05","0.00019419","BUY","0","staking: Bitvavo Transaction ID: 354c7f37-6d07-4103-bd04-4eca997cb17d"
"20221017","cardano","COINGECKO","EUR","1E-05","0.00017","BUY","0","staking: Bitvavo Transaction ID: 73b20fde-71ca-4f44-9160-b21ab14e41dc"
"20221010","tron","COINGECKO","EUR","1E-05","0.192872","BUY","0","staking: Bitvavo Transaction ID: 10bebc0f-7c33-4372-a2ee-e85d89ce2fd7"
"20221010","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: f2216f8c-c02c-4c62-89b2-cf211156af22"
"20221010","ethereum","COINGECKO","EUR","1E-05","0.00019416","BUY","0","staking: Bitvavo Transaction ID: 1f80d097-0293-454f-9ca8-05328b6533bc"
"20221010","cardano","COINGECKO","EUR","1E-05","0.00017","BUY","0","staking: Bitvavo Transaction ID: 469083a8-d6cf-4b1a-b34f-60ead7f61944"
"20221003","tron","COINGECKO","EUR","1E-05","0.192834","BUY","0","staking: Bitvavo Transaction ID: 8ba071fa-2f75-459b-87f9-796eddffda1e"
"20221003","cardano","COINGECKO","EUR","1E-05","0.00017","BUY","0","staking: Bitvavo Transaction ID: 92081bee-d258-4407-ace7-ace282084ca9"
"20221003","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: 1bdc8fe7-ef1f-476c-96d2-acc97d484039"
"20221003","ethereum","COINGECKO","EUR","1E-05","0.00019412","BUY","0","staking: Bitvavo Transaction ID: 6c55e822-a522-40e7-b65e-65c27a9e8a88"
"20220926","tron","COINGECKO","EUR","1E-05","0.192796","BUY","0","staking: Bitvavo Transaction ID: 5f6e8949-e967-4a66-8d58-929e103f8949"
"20220926","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: e1983d96-b235-42f0-bd30-662ca7bed868"
"20220926","ethereum","COINGECKO","EUR","1E-05","0.00019408","BUY","0","staking: Bitvavo Transaction ID: a09cc36e-7629-451c-8236-a040cd2fe4fc"
"20220926","cardano","COINGECKO","EUR","1E-05","0.00017","BUY","0","staking: Bitvavo Transaction ID: 5bd82df7-60f7-476d-9a8e-b54a2b015dd5"
"20220919","tron","COINGECKO","EUR","1E-05","0.192758","BUY","0","staking: Bitvavo Transaction ID: c28633ac-d65a-42ee-b8e4-64e60f2d5640"
"20220919","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: 3979c86a-1a86-4891-81a0-2b9537a1c7c8"
"20220919","ethereum","COINGECKO","EUR","1E-05","0.00019405","BUY","0","staking: Bitvavo Transaction ID: 193609a7-3da6-4b95-90bb-3153fce7164a"
"20220919","cardano","COINGECKO","EUR","1E-05","0.00017","BUY","0","staking: Bitvavo Transaction ID: e35ba280-ad10-4664-8121-13bcc4428642"
"20220914","avalanche-2","COINGECKO","EUR","19.249","1.555154","BUY","0.07483796","Bitvavo Transaction ID: f31f2ff6-7bb7-4f13-b45a-4220d4f1e3d6"
"20220912","tron","COINGECKO","EUR","1E-05","0.192721","BUY","0","staking: Bitvavo Transaction ID: d4c3130f-b315-477a-98f2-65277441971f"
"20220912","ethereum","COINGECKO","EUR","1E-05","0.00019401","BUY","0","staking: Bitvavo Transaction ID: 03cc357e-0bf9-4ca6-89e2-c909b9cd83db"
"20220912","cardano","COINGECKO","EUR","1E-05","0.000169","BUY","0","staking: Bitvavo Transaction ID: 8d121111-a0ea-402d-948b-b82ed553dbb8"
"20220912","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: c6dc3497-a86e-42fc-84aa-c2ff26309929"
"20220905","tron","COINGECKO","EUR","1E-05","0.192683","BUY","0","staking: Bitvavo Transaction ID: 4183ae26-246e-4e8e-a819-3dc52d667d1d"
"20220905","ethereum","COINGECKO","EUR","1E-05","0.00019397","BUY","0","staking: Bitvavo Transaction ID: 143a966c-a5d7-4efc-af18-0a3bd926265f"
"20220905","cardano","COINGECKO","EUR","1E-05","0.000169","BUY","0","staking: Bitvavo Transaction ID: 054f7e03-4194-44ad-853b-71df67396133"
"20220905","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: 1f4d4aa5-3b89-48d7-a414-54c6505669a6"
"20220829","tron","COINGECKO","EUR","1E-05","0.192645","BUY","0","staking: Bitvavo Transaction ID: f75ed897-6750-42c5-827b-76074a433363"
"20220829","ethereum","COINGECKO","EUR","1E-05","0.00019393","BUY","0","staking: Bitvavo Transaction ID: 4f3b0c49-bbfd-4494-aae2-c35fbbcebae5"
"20220829","cardano","COINGECKO","EUR","1E-05","0.000169","BUY","0","staking: Bitvavo Transaction ID: 2743b6dd-a199-4193-b95e-1f5d6157af73"
"20220829","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: f6a8c466-cd29-4ed4-adfa-4bcf7586c7cb"
"20220822","tron","COINGECKO","EUR","1E-05","0.192607","BUY","0","staking: Bitvavo Transaction ID: 7cb40bc5-93cf-44d3-9ac5-accf857cae0c"
"20220822","ethereum","COINGECKO","EUR","1E-05","0.0001939","BUY","0","staking: Bitvavo Transaction ID: 9cdc5feb-acca-4992-92f3-456b148111ab"
"20220822","cardano","COINGECKO","EUR","1E-05","0.000169","BUY","0","staking: Bitvavo Transaction ID: 6e6b7842-4e6e-4af1-a075-93700db948cf"
"20220822","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: 5d1fa43a-6fd4-4d36-9402-2e3923a24868"
"20220816","tron","COINGECKO","EUR","1E-05","0.192569","BUY","0","staking: Bitvavo Transaction ID: c22b7bdf-10fc-496b-8917-3125a08738b4"
"20220816","bitcoin","COINGECKO","EUR","1E-05","6.79E-06","BUY","0","staking: Bitvavo Transaction ID: c50117d4-cbe4-4730-956c-19a77e86ba01"
"20220816","ethereum","COINGECKO","EUR","1E-05","0.00019386","BUY","0","staking: Bitvavo Transaction ID: c0e61af3-601a-4170-a709-48ce28e7c441"
"20220816","cardano","COINGECKO","EUR","1E-05","0.000169","BUY","0","staking: Bitvavo Transaction ID: a654e866-394e-4464-a314-0d4396dd1773"
"20220808","tron","COINGECKO","EUR","1E-05","0.192531","BUY","0","staking: Bitvavo Transaction ID: 7a71b665-47b9-49c8-9ba2-54977abcfcf2"
"20220808","ethereum","COINGECKO","EUR","1E-05","0.00019382","BUY","0","staking: Bitvavo Transaction ID: 18c0f412-0ade-4eb9-b254-14ee3e6ddf5b"
"20220808","cardano","COINGECKO","EUR","1E-05","0.000169","BUY","0","staking: Bitvavo Transaction ID: 63d59d68-cd27-4135-ab44-20ee6fdfb129"
"20220808","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: a859ab56-1187-450c-a3a7-7938de26bde2"
"20220801","tron","COINGECKO","EUR","1E-05","0.192493","BUY","0","staking: Bitvavo Transaction ID: f1d7425d-d938-430c-af46-d0c7efef1d6f"
"20220801","cardano","COINGECKO","EUR","1E-05","0.000169","BUY","0","staking: Bitvavo Transaction ID: a40617af-b317-4867-838a-b4cae17e7c92"
"20220801","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: 412a8bc5-f68b-4a90-9b5d-14c5de5a7623"
"20220801","ethereum","COINGECKO","EUR","1E-05","0.00019378","BUY","0","staking: Bitvavo Transaction ID: 50c31db1-605f-4876-92c5-cd51523e1ee2"
"20220725","tron","COINGECKO","EUR","1E-05","0.192456","BUY","0","staking: Bitvavo Transaction ID: c7aa270d-4ac0-4d6f-8649-ca1a50b78944"
"20220725","ethereum","COINGECKO","EUR","1E-05","0.00019375","BUY","0","staking: Bitvavo Transaction ID: 77ebd1cd-e74c-42e6-92b8-0f4ad24e6690"
"20220725","cardano","COINGECKO","EUR","1E-05","0.000168","BUY","0","staking: Bitvavo Transaction ID: 1273e9e6-1463-46b9-9a8c-dcc2cd9e8bcb"
"20220725","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: 6837dfdd-a842-4805-884b-3e42310e967e"
"20220719","tron","COINGECKO","EUR","1E-05","0.192418","BUY","0","staking: Bitvavo Transaction ID: 0408b8aa-c145-4546-ad26-a2af2b8e511e"
"20220719","cardano","COINGECKO","EUR","1E-05","0.000177","BUY","0","staking: Bitvavo Transaction ID: 8b3ae32c-b5c1-4d73-82ba-da1452ed06af"
"20220719","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: 564f173c-3666-4276-8d9b-cddaac2d8854"
"20220719","ethereum","COINGECKO","EUR","1E-05","0.00019371","BUY","0","staking: Bitvavo Transaction ID: b5aa67fc-6380-4fcd-a673-beb32562e50d"
"20220711","tron","COINGECKO","EUR","1E-05","0.19238","BUY","0","staking: Bitvavo Transaction ID: 04b4d4db-0d98-4164-874a-dcf2dfc2316e"
"20220711","ethereum","COINGECKO","EUR","1E-05","0.00019367","BUY","0","staking: Bitvavo Transaction ID: a3bebda2-fcfa-42ba-8e7b-d1bc85425b70"
"20220711","cardano","COINGECKO","EUR","1E-05","0.000197","BUY","0","staking: Bitvavo Transaction ID: 80e69424-01ef-44fb-a097-0c72f86aec22"
"20220711","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: c577fb75-16d6-4331-9513-698d1b8f7394"
"20220704","tron","COINGECKO","EUR","1E-05","0.192342","BUY","0","staking: Bitvavo Transaction ID: ec5dbc31-2fb3-4670-a9dc-b33d873e363e"
"20220704","cardano","COINGECKO","EUR","1E-05","0.000197","BUY","0","staking: Bitvavo Transaction ID: 121e9374-34f4-45e2-b274-95e3ee854298"
"20220704","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: 6de91cf6-e722-4edd-bc2e-368c4aebbeba"
"20220704","ethereum","COINGECKO","EUR","1E-05","0.00019363","BUY","0","staking: Bitvavo Transaction ID: fbb171cf-2342-402b-b459-b20e3e8f2a37"
"20220627","tron","COINGECKO","EUR","1E-05","0.192304","BUY","0","staking: Bitvavo Transaction ID: 63253de7-1584-4234-b640-7e3772137c50"
"20220627","ethereum","COINGECKO","EUR","1E-05","0.0001936","BUY","0","staking: Bitvavo Transaction ID: 680059ed-2c84-4dde-90a0-1660c67d82e9"
"20220627","cardano","COINGECKO","EUR","1E-05","0.000197","BUY","0","staking: Bitvavo Transaction ID: 7330c295-eaa0-41d6-8eeb-c107051858d1"
"20220627","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: a3ebc8e3-2c02-4895-96c7-a9ceaa01a8e8"
"20220620","tron","COINGECKO","EUR","1E-05","0.192267","BUY","0","staking: Bitvavo Transaction ID: 00dec7b2-4914-4be9-9cc2-52a010f56355"
"20220620","cardano","COINGECKO","EUR","1E-05","0.000197","BUY","0","staking: Bitvavo Transaction ID: 7b4fd236-3651-45d0-a163-a3634ee9f4ef"
"20220620","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: e90f3a5c-7f18-4589-b23e-e704ea1499a7"
"20220620","ethereum","COINGECKO","EUR","1E-05","0.00019356","BUY","0","staking: Bitvavo Transaction ID: f64371df-6617-4758-99d9-7ffa122896b5"
"20220613","tron","COINGECKO","EUR","1E-05","0.192229","BUY","0","staking: Bitvavo Transaction ID: 2e687cea-b03a-4344-a16b-eb6f20cef61d"
"20220613","cardano","COINGECKO","EUR","1E-05","0.000197","BUY","0","staking: Bitvavo Transaction ID: 78688afc-8dfa-4814-8ec3-60b6a3720ca4"
"20220613","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: 02519b82-b8e9-4951-b922-461b9dddcefc"
"20220613","ethereum","COINGECKO","EUR","1E-05","0.00019352","BUY","0","staking: Bitvavo Transaction ID: bde69e07-13cb-436d-bb42-751f2026c2c7"
"20220606","tron","COINGECKO","EUR","1E-05","0.192191","BUY","0","staking: Bitvavo Transaction ID: f4ae5216-e5fa-4e70-a78c-ae36695bb210"
"20220606","bitcoin","COINGECKO","EUR","1E-05","6.78E-06","BUY","0","staking: Bitvavo Transaction ID: 5a49434b-e23d-4886-8ab5-7492ce58b516"
"20220606","ethereum","COINGECKO","EUR","1E-05","0.00019348","BUY","0","staking: Bitvavo Transaction ID: ed0971ac-2777-4d05-a9c7-a6bd7ed43b07"
"20220606","cardano","COINGECKO","EUR","1E-05","0.000196","BUY","0","staking: Bitvavo Transaction ID: 0b7bc2ba-210b-4668-9039-2a85f5d642aa"
"20220530","ethereum","COINGECKO","EUR","1E-05","0.00019345","BUY","0","staking: Bitvavo Transaction ID: 416be41c-ece2-44d3-98d7-d18ef369019e"
"20220530","tron","COINGECKO","EUR","1E-05","0.192153","BUY","0","staking: Bitvavo Transaction ID: d995c938-6720-433c-8310-e39b1058e771"
"20220530","bitcoin","COINGECKO","EUR","1E-05","6.77E-06","BUY","0","staking: Bitvavo Transaction ID: be372525-cb31-4066-abfa-140040aee5a1"
"20220530","cardano","COINGECKO","EUR","1E-05","0.000196","BUY","0","staking: Bitvavo Transaction ID: e0de5e28-ab10-4194-9d5d-60b5bcfd2042"
"20220523","tron","COINGECKO","EUR","1E-05","0.192116","BUY","0","staking: Bitvavo Transaction ID: 28241bf6-9a86-4de4-802b-2fafb9d82df1"
"20220523","bitcoin","COINGECKO","EUR","1E-05","6.77E-06","BUY","0","staking: Bitvavo Transaction ID: 0163ca4b-a538-415d-8f8d-92731738cba7"
"20220523","ethereum","COINGECKO","EUR","1E-05","0.00019341","BUY","0","staking: Bitvavo Transaction ID: 6abf9851-fc81-4661-9a4c-89c980ff0a17"
"20220523","cardano","COINGECKO","EUR","1E-05","0.000196","BUY","0","staking: Bitvavo Transaction ID: 43fe5c8d-3284-4e60-a5d9-0096609ad1da"
"20220516","tron","COINGECKO","EUR","1E-05","0.192078","BUY","0","staking: Bitvavo Transaction ID: 8d89590b-8024-4a10-baa2-a5555b1e111f"
"20220516","ethereum","COINGECKO","EUR","1E-05","0.00019337","BUY","0","staking: Bitvavo Transaction ID: 94500ae0-0829-497d-916a-1b6dbae66844"
"20220516","cardano","COINGECKO","EUR","1E-05","0.000196","BUY","0","staking: Bitvavo Transaction ID: a64f726f-e7ba-4fc1-9de4-855f9a8fa01c"
"20220516","bitcoin","COINGECKO","EUR","1E-05","6.77E-06","BUY","0","staking: Bitvavo Transaction ID: 9fe27239-fbe2-4905-b591-44c4d1eb6aed"
"20220509","tron","COINGECKO","EUR","1E-05","0.19204","BUY","0","staking: Bitvavo Transaction ID: e6ace9cf-76f4-4531-9f6e-d22ededf7878"
"20220509","ethereum","COINGECKO","EUR","1E-05","0.00019334","BUY","0","staking: Bitvavo Transaction ID: 5acabe44-562f-44f4-ad13-e71c3eae2b43"
"20220509","cardano","COINGECKO","EUR","1E-05","0.000196","BUY","0","staking: Bitvavo Transaction ID: 2a1c9664-9451-4534-9eaa-b9dc7a4bc40a"
"20220509","bitcoin","COINGECKO","EUR","1E-05","6.77E-06","BUY","0","staking: Bitvavo Transaction ID: be6b1798-63b5-4dfb-bd27-82b4cbb7b6dd"
"20220502","tron","COINGECKO","EUR","1E-05","0.192002","BUY","0","staking: Bitvavo Transaction ID: 927e10ae-efdd-4a63-ba27-a394065c3bff"
"20220502","bitcoin","COINGECKO","EUR","1E-05","6.77E-06","BUY","0","staking: Bitvavo Transaction ID: 07a80d21-44b5-4495-a6fb-e3e722ffed86"
"20220502","ethereum","COINGECKO","EUR","1E-05","0.0001933","BUY","0","staking: Bitvavo Transaction ID: 6f6ca4f9-8fd2-4cef-9676-cce1fcab9e18"
"20220502","cardano","COINGECKO","EUR","1E-05","0.000195","BUY","0","staking: Bitvavo Transaction ID: b56bc46a-a93a-4d9c-adfa-08f24690c247"
"20220425","tron","COINGECKO","EUR","1E-05","0.191965","BUY","0","staking: Bitvavo Transaction ID: c89a37d0-44a6-4348-abb7-165aa18a9232"
"20220425","ethereum","COINGECKO","EUR","1E-05","0.00019326","BUY","0","staking: Bitvavo Transaction ID: e90e1133-45d8-4eba-bee7-482207eb6c09"
"20220425","cardano","COINGECKO","EUR","1E-05","0.000195","BUY","0","staking: Bitvavo Transaction ID: 4d3998df-c31f-4760-abdf-dffd79ad368c"
"20220425","bitcoin","COINGECKO","EUR","1E-05","6.77E-06","BUY","0","staking: Bitvavo Transaction ID: 7863cdd9-a8b0-4717-8c67-3177a3e8ee04"
"20220418","tron","COINGECKO","EUR","1E-05","0.191927","BUY","0","staking: Bitvavo Transaction ID: c767af8b-98f5-4f93-b595-24dc67911446"
"20220418","bitcoin","COINGECKO","EUR","1E-05","6.77E-06","BUY","0","staking: Bitvavo Transaction ID: 7499f081-810d-434d-ae05-761d4225a38d"
"20220418","ethereum","COINGECKO","EUR","1E-05","0.00019322","BUY","0","staking: Bitvavo Transaction ID: 10eacbd4-f07a-4fce-ac7a-d5391da0e7fd"
